layer,feature_id,closed,seq,lon,lat
footway,w53572390_0,0,37,123.4379349,41.7499746
road,w53656651_0,0,0,123.4660990,41.7581318
road,w53656651_0,0,1,123.4665197,41.7581367
road,w53656652_0,0,0,123.4665197,41.7581367
road,w53656652_0,0,1,123.4684597,41.7581680
road,w53656652_0,0,2,123.4691157,41.7581786
road,w53656652_0,0,3,123.4703910,41.7581980
road,w53656652_0,0,4,123.4789585,41.7582714
road,w53656652_0,0,5,123.4808698,41.7583457
road,w53656652_0,0,6,123.4823828,41.7584502
road,w53656652_0,0,7,123.4835925,41.7585802
road,w53656652_0,0,8,123.4850112,41.7588052
road,w53656652_0,0,9,123.4857614,41.7589241
road,w53656652_0,0,10,123.4862654,41.7590103
road,w53656652_0,0,11,123.4873584,41.7592045
road,w53656652_0,0,12,123.4879514,41.7593472
road,w53656652_0,0,13,123.4879884,41.7593561
road,w53656652_0,0,14,123.4888617,41.7595963
road,w53656653_0,0,0,123.4665452,41.7582641
road,w53656653_0,0,1,123.4660936,41.7582527
road,w53656654_0,0,0,123.4660936,41.7582527
road,w53656654_0,0,1,123.4647073,41.7582398
road,w53656654_0,0,2,123.4624023,41.7582183
road,w53656654_0,0,3,123.4591274,41.7581967
road,w53656654_0,0,4,123.4580304,41.7581904
road,w53656654_0,0,5,123.4569985,41.7581353
road,w53656654_0,0,6,123.4559177,41.7580438
road,w53656654_0,0,7,123.4543416,41.7578840
road,w53656654_0,0,8,123.4539939,41.7578572
road,w53656654_0,0,9,123.4539286,41.7578489
road,w53698188_0,0,0,123.4438244,41.7442465
road,w53698188_0,0,1,123.4456837,41.7427871
road,w53698188_0,0,2,123.4457198,41.7427587
road,w53698188_0,0,3,123.4468181,41.7419313
water,w86478944_0,1,0,123.4494234,41.7531698
water,w86478944_0,1,1,123.4488655,41.7530097
water,w86478944_0,1,2,123.4483076,41.7527856
water,w86478944_0,1,3,123.4482218,41.7522413
water,w86478944_0,1,4,123.4483506,41.7519532
water,w86478944_0,1,5,123.4487368,41.7516010
water,w86478944_0,1,6,123.4497239,41.7516010
water,w86478944_0,1,7,123.4512259,41.7519212
water,w86478944_0,1,8,123.4525134,41.7519852
water,w86478944_0,1,9,123.4544875,41.7517931
water,w86478944_0,1,10,123.4559466,41.7515690
water,w86478944_0,1,11,123.4568049,41.7515690
water,w86478944_0,1,12,123.4572340,41.7519532
water,w86478944_0,1,13,123.4573199,41.7525295
water,w86478944_0,1,14,123.4566761,41.7528817
water,w86478944_0,1,15,123.4564186,41.7528817
water,w86478944_0,1,16,123.4562899,41.7526896
water,w86478944_0,1,17,123.4559466,41.7527216
water,w86478944_0,1,18,123.4559037,41.7529137
water,w86478944_0,1,19,123.4533287,41.7533299
water,w86478944_0,1,20,123.4519125,41.7533619
water,w86478944_0,1,21,123.4504963,41.7532979
water,w86478944_0,1,22,123.4501530,41.7532018
water,w86478944_0,1,23,123.4494234,41.7531698
road,w90024588_0,0,0,123.4591083,41.7221217
road,w90024588_0,0,1,123.4585753,41.7229281
road,w90024588_0,0,2,123.4566864,41.7259831
road,w90024588_0,0,3,123.4564534,41.7265051
road,w90024588_0,0,4,123.4563355,41.7272816
road,w90024588_0,0,5,123.4562919,41.7280152
road,w90024588_0,0,6,123.4565399,41.7298723
road,w90024588_0,0,7,123.4564268,41.7306015
road,w90024588_0,0,8,123.4557560,41.7335620
road,w90024588_0,0,9,123.4556685,41.7338653
road,w90024588_0,0,10,123.4550258,41.7351882
road,w90024588_0,0,11,123.4548019,41.7356551
road,w90024588_0,0,12,123.4547805,41.7356997
road,w90024588_0,0,13,123.4547445,41.7358087
road,w90024588_0,0,14,123.4546936,41.7359627
road,w90024588_0,0,15,123.4546667,41.7360440
road,w90024588_0,0,16,123.4546611,41.7361134
road,w90024588_0,0,17,123.4546366,41.7364130
road,w90024588_0,0,18,123.4546255,41.7365478
road,w90024588_0,0,19,123.4545248,41.7390299
road,w90024588_0,0,20,123.4544115,41.7413066
road,w90024588_0,0,21,123.4543591,41.7429664
road,w90024588_0,0,22,123.4543985,41.7430227
road,w90024588_0,0,23,123.4543925,41.7430662
road,w90024588_0,0,24,123.4543799,41.7431484
road,w90024588_0,0,25,123.4543088,41.7446733
road,w90024588_0,0,26,123.4542493,41.7455953
road,w90024588_0,0,27,123.4542454,41.7456557
road,w90024588_0,0,28,123.4541543,41.7460964
road,w90024588_0,0,29,123.4540202,41.7464810
road,w90024588_0,0,30,123.4539366,41.7466087
road,w90024588_0,0,31,123.4538229,41.7467764
road,w90024588_0,0,32,123.4536931,41.7469685
road,w90024588_0,0,33,123.4534238,41.7472280
road,w90024588_0,0,34,123.4530819,41.7475144
road,w90024588_0,0,35,123.4529662,41.7475925
road,w90024591_0,0,0,123.4379669,41.7540507
road,w90024591_0,0,1,123.4526098,41.7476358
road,w90024591_0,0,2,123.4528459,41.7474958
road,w90024595_0,0,0,123.4529662,41.7475925
road,w90024595_0,0,1,123.4525777,41.7478119
road,w90024595_0,0,2,123.4380908,41.7541764
